Fundo,CNPJ,Critério,Chave,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Fonte,Comentário
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,458972_regulamento_regulamento_458972_2023-05-05.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,458972_regulamento_regulamento_458972_2023-05-05.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,"0,23%",parcial,Posições mantidas em derivativos,458972_regulamento_regulamento_458972_2023-05-05.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,458972_regulamento_regulamento_458972_2023-05-05.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,458972_regulamento_regulamento_458972_2023-05-05.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,458972_regulamento_regulamento_458972_2023-05-05.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,0%,monitoravel,Dir Cred / PL,585596_assembleia_assembleia_585596_2024-01-15.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,0%,monitoravel,Dir Cred / PL,585596_assembleia_assembleia_585596_2024-01-15.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585596_assembleia_assembleia_585596_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585596_assembleia_assembleia_585596_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585596_assembleia_assembleia_585596_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585596_assembleia_assembleia_585596_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585596_assembleia_assembleia_585596_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,37 %",monitoravel,Dir Cred / PL,585597_assembleia_assembleia_585597_2024-01-15.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"4,45%",monitoravel,Dir Cred / PL,585597_assembleia_assembleia_585597_2024-01-15.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,37 %",monitoravel,Dir Cred / PL,585597_assembleia_assembleia_585597_2024-01-15.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585597_assembleia_assembleia_585597_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585597_assembleia_assembleia_585597_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585597_assembleia_assembleia_585597_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585597_assembleia_assembleia_585597_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,585597_assembleia_assembleia_585597_2024-01-15.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,78%,monitoravel,Dir Cred / PL,596947_assembleia_assembleia_596947_2024-02-06.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,596947_assembleia_assembleia_596947_2024-02-06.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,596947_assembleia_assembleia_596947_2024-02-06.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,596947_assembleia_assembleia_596947_2024-02-06.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,596947_assembleia_assembleia_596947_2024-02-06.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,596947_assembleia_assembleia_596947_2024-02-06.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,690837_assembleia_assembleia_690837_2024-07-01.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,monitoravel,Dir Cred / PL,716784_assembleia_assembleia_716784_2024-08-08.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,monitoravel,Dir Cred / PL,716784_assembleia_assembleia_716784_2024-08-08.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,716784_assembleia_assembleia_716784_2024-08-08.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,716784_assembleia_assembleia_716784_2024-08-08.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinação mínima,subordination_ratio_min,enquadramento,>=,12%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",736911_assembleia_assembleia_736911_2024-09-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinação mínima,subordination_ratio_min,enquadramento,>=,12%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",736911_assembleia_assembleia_736911_2024-09-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,90%,monitoravel,Dir Cred / PL,736911_assembleia_assembleia_736911_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,90%,monitoravel,Dir Cred / PL,736911_assembleia_assembleia_736911_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,12%,monitoravel,Dir Cred / PL,736911_assembleia_assembleia_736911_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,90%,monitoravel,Dir Cred / PL,736911_assembleia_assembleia_736911_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,736911_assembleia_assembleia_736911_2024-09-23.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinação mínima,subordination_ratio_min,enquadramento,>=,12%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",742937_assembleia_assembleia_742937_2024-09-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Subordinação mínima,subordination_ratio_min,enquadramento,>=,12%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",742937_assembleia_assembleia_742937_2024-09-23.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,90%,monitoravel,Dir Cred / PL,742937_assembleia_assembleia_742937_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,monitoravel,Dir Cred / PL,742937_assembleia_assembleia_742937_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,12%,monitoravel,Dir Cred / PL,742937_assembleia_assembleia_742937_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,12%,monitoravel,Dir Cred / PL,742937_assembleia_assembleia_742937_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,monitoravel,Dir Cred / PL,742937_assembleia_assembleia_742937_2024-09-23.pdf,O Informe Mensal traz direitos creditórios e PL.
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,742937_assembleia_assembleia_742937_2024-09-23.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,743627_assembleia_assembleia_743627_2024-09-24.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,08.417.544/0001-65,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,0%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,743627_assembleia_assembleia_743627_2024-09-24.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
